,meal_type,name,url,image_url,alt,description
2607,lunch,Healthy chicken salad,/recipes/asian-chicken-salad,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-488617_11-b39a07d.jpg?quality=90&resize=93,85",Asian chicken salad,This easy-to-prepare healthy chicken salad is filled with zingy flavours - the simplified version is great for kids' lunchboxes too
2608,lunch,Hoisin wraps,/recipes/hoisin-wraps,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-5185_11-45fe686.jpg?quality=90&resize=93,85",Hoisin wraps,"Make this delicious, healthy take on a Peking duck wrap for a speedy snack or tasty lunch."
2609,lunch,Potato & leek gratin,/recipes/potato-leek-gratin,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-773_11-6abd75d.jpg?quality=90&resize=93,85",Potato & leek gratin,"A creamy supper dish that's cooked in one pot, and is easily made vegetarian"
2610,lunch,‘Cheesy’ vegan scones,/recipes/cheesy-vegan-scones,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/cheesy-vegan-scones-453fe9b.jpg?quality=90&resize=93,85",A chopping board with ‘cheesy’ vegan scones,"Try these dairy-free vegan scones that use nutritional yeast for a cheesy flavour, pepped up by mustard and smoked paprika. Serve with vegan onion chutney"
2611,lunch,Minty griddled chicken & peach salad,/recipes/minty-griddled-chicken-peach-salad,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/minty-griddled-chicken-peach-salad-2-440-400-9da5092.jpg?quality=90&resize=93,85",A salad with griddled chicken and peaches,This colourful salad supplies lean protein and is packed with nutrients including vitamins C and E. It's also low-calorie and provides all 5 of your 5-a-day
2612,lunch,Nacho cheeseburger,/recipes/nacho-cheeseburger,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/fiery-fragrant-burger-83e9a0f.jpg?quality=90&resize=93,85",A nacho cheeseburger,"Pile up burgers with cheese, guacamole, chipotle, salsa and nachos for a fiery and zingy twist on a cheeseburger. The nachos give added crunch"
2613,lunch,Carrot & cheddar soup with toast soldiers,/recipes/carrot-cheddar-soup-toast-soldiers,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-561023_12-921d844.jpg?quality=90&resize=93,85",Carrot & cheddar soup with toast soldiers,A clever and tasty way to disguise carrots for young ones
2614,lunch,Cheesy autumn mushrooms,/recipes/cheesy-autumn-mushrooms,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-560595_11-efe2931.jpg?quality=90&resize=93,85",Cheesy autumn mushrooms,"A low-carb treat, ready in 5 mins"
2615,lunch,Lighter spaghetti & meatballs,/recipes/lighter-spaghetti-meatballs,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/lighter-spaghetti-meatballs-fb343c6.jpg?quality=90&resize=93,85",Lighter spaghetti & meatballs,"Lentils make a low-fat addition to these minced pork patties for a healthier family favourite - still full of herby, garlicky flavour"
2616,lunch,Fresh tomato soup with cheesy cornbread,/recipes/fresh-tomato-soup-cheesy-cornbread,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/fresh-tomato-soup-with-cheesy-cornbread-2-440-400-a2fc909.jpg?quality=90&resize=93,85",A bowl of tomato soup with cheesy cornbread,"This bread, using wholemeal flour and polenta, is easy to make, full of flavour and pairs perfectly with a smooth soup. It packs in three of your five-a-day, too"
2617,lunch,"Potato, spring onion, dill & cheese frittata",/recipes/potato-spring-onion-dill-cheese-frittata,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-339067_10-afbcb6a.jpg?quality=90&resize=93,85","Potato, spring onion, dill & cheese frittata","The perfect stress-free summer lunch. For a non-veggie option, add a couple of slices of ham"
2618,lunch,Sticky paneer mango naans with herby yogurt. This is a premium piece of content available to registered users.,/premium/sticky-paneer-mango-naans-with-herby-yogurt,"https://images.immediate.co.uk/production/volatile/sites/30/2021/09/Sticky-paneer-mango-naans-with-herby-yogurt-d190bb7.jpg?quality=90&resize=93,85",Sticky paneer mango naans with herby yogurt on a plate,"Cooking solo tonight? Treat yourself to this speedy sticky paneer mango naan with herby yogurt. Easily doubled, it takes just 25 minutes to make"
2619,lunch,Salt & vinegar roast pork with potatoes,/recipes/salt-vinegar-roast-pork-potatoes,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/salt-vinegar-roast-pork-with-potatoes-e7087b5.jpg?quality=90&resize=93,85",Salt & vinegar roast pork with potatoes served in a roasting dish,"What is better than roast pork with crackling for Sunday lunch? Our salt and vinegar brine helps to make it extra crunchy, as well as delivering loads of flavour"
2620,lunch,Spiralized Singapore noodles,/recipes/spiralized-singapore-noodles,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/spiralized-singapore-noodles-568e820.jpg?quality=90&resize=93,85",Spiralized Singapore noodles,"Vegetable noodles not only bring this dish up to 4 of your 5 a day, they also slash the calories and boost the nutrition of this spicy supper"
2621,lunch,Baked green eggs,/recipes/baked-green-eggs,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/baked-green-eggs-c5e7f38.jpg?quality=90&resize=93,85",Baked green eggs,"This five-ingredient breakfast or brunch with spinach, pesto and bubbling melted cheese can be on the table in 15 minutes"
2622,lunch,Hot & spicy wings with maple chipotle hot sauce,/recipes/hot-spicy-wings-maple-chipotle-hot-sauce,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/hot-spicy-wings-with-maple-chipotle-hot-sauce-3633420-scaled.jpg?quality=90&resize=93,85",Hot & spicy wings with maple chipotle hot sauce,"Spice rubs are the secret to mouth-watering barbecued meat, giving these sweet and sticky chicken wings extra crispy skin "
2623,lunch,Black bean tortilla with salsa,/recipes/black-bean-tortilla-salsa,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/black-bean-tortilla-with-salsa-440-400-d6dc0f5.jpg?quality=90&resize=93,85",A black bean tortilla in a frying pan,"Make this frittata for a quick, easy and healthy lunch option, making the most of storecupboard ingredients and packing in three of your 5-a-day"
2624,lunch,Bengali mustard fish,/recipes/bengali-mustard-fish,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/bengali-mustard-fish_0-174f1b7.jpg?quality=90&resize=93,85",Bengali mustard fish,"A simple seafood curry of white fish, tomatoes and whole green chillies that is deliciously spicy, healthy and quick enough for every day"
2625,lunch,ExclusiveCrispy tofu summer rolls with cashew dipping sauce. This is a premium piece of content available to registered users.,/premium/crispy-tofu-summer-rolls-with-cashew-dipping-sauce,"https://images.immediate.co.uk/production/volatile/sites/30/2022/05/Crispy-Tofu-Summer-Rolls-with-Cashew-Dipping-SauceDW-2398df5.jpg?quality=90&resize=93,85",Crispy tofu summer rolls on a serving platter with cashew dipping sauce in a bowl alongside,"Make these vibrant, veg-packed tofu summer rolls vegan by simply swapping out the fish sauce for a vegan variety"
2626,lunch,"Baked falafel & cauliflower tabbouleh with avocado, pea & feta smash",/recipes/baked-falafel-cauliflower-tabbouleh-avocado-pea-feta-smash,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/baked-falafel-cauliflower-tabbouleh-with-avocado-pea-feta-smash-628a71e.jpg?quality=90&resize=93,85","Baked falafel & cauliflower tabbouleh with avocado, pea & feta smash served on a plate","Make these easy falafels for lunch, served with cauliflower tabbouleh and an avocado, pea and feta smash. Super healthy, it delivers all five of your five-a-day"
2627,lunch,Cracked black pepper & figgy bread,/recipes/cracked-black-pepper-figgy-bread,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-508452_12-0aa5f17.jpg?quality=90&resize=93,85",Cracked black pepper & figgy bread,A fiery hit that goes well with cheese
2628,lunch,Finbar's veggie spag bol,/recipes/finbars-veggie-spag-bol,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-3933_11-9427e9a.jpg?quality=90&resize=93,85",Finbar's veggie spag bol,Whip up a superhealthy vegetable spag bol for an easy meal
2629,lunch,Easy healthy falafels,/recipes/easy-falafels,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/easy-falafels-ed47d49.jpg?quality=90&resize=93,85",Easy falafels,"Pair John Torode's easy falafels with soft flatbreads, well-spiced humous and crunchy pickles for a magnificent meze of a lunch, or a shareable starter"
2630,lunch,Middle Eastern eggs with merguez & pistachios,/recipes/middle-eastern-eggs-merguez-pistachios,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/middle-eastern-eggs-with-merguez-pistachios-9036015.jpg?quality=90&resize=93,85",Middle Eastern eggs with merguez & pistachios,"Bring some bold flavours into this brunch for two with harissa, sumac and pistachios - swap for chipolatas or chorizo if you prefer"
2631,lunch,Salsa verde baked eggs,/recipes/salsa-verde-baked-eggs,"https://images.immediate.co.uk/production/volatile/sites/30/2021/08/Salsa-verde-baked-eggs-80334f1.jpg?quality=90&resize=93,85",Salsa verde baked eggs in a baking dish,"Dunk flatbreads into these salsa verde baked eggs to soak up the lovely juices. Healthy and low in calories, it takes just 15 minutes to make"
2632,lunch,Roasted cod with zingy beetroot salad,/recipes/roasted-cod-with-zingy-beetroot-salad,"https://images.immediate.co.uk/production/volatile/sites/30/2021/08/Roasted-cod-with-zingy-beetroot-salad-aff170b.jpg?quality=90&resize=93,85",One serving of roasted cod with zingy beetroot salad,"Make the most of the colour and flavour of beetroot with our easy roasted cod served on a beetroot, new potato and carrot salad with a lovely zingy dressing"
2633,lunch,BBQ rainbow beef salad,/recipes/bbq-rainbow-beef-salad,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/bbq-rainbow-beef-salad-03d3bcf.jpg?quality=90&resize=93,85",BBQ rainbow beef salad served on a plate,"The steak in this light salad is cooked on the barbecue, giving it a true taste of summer. It works brilliantly with our tangy soy dressing"
2634,lunch,Jerk sea bass & pineapple salsa,/recipes/jerk-sea-bass-pineapple-salsa,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/jerk-sea-bass-pineapple-salsa-d575d01.jpg?quality=90&resize=93,85",Jerk sea bass & pineapple salsa served on a plate,Fire up the barbecue and choose the healthier option for supper with this sea bass cooked in a jerk marinade. A pineapple salsa complements the fish perfectly
2635,lunch,One-pan carrot & cumin soup,/recipes/one-pan-carrot-cumin-soup,"https://images.immediate.co.uk/production/volatile/sites/30/2021/08/One-pan-carrot-cumin-soup-b21db84.jpg?quality=90&resize=93,85",One-pan carrot & cumin soup in two bowls,"Warm up with a comforting bowl of carrot soup. We’ve used double cream for a velvety texture, and to carry the flavours of warming cumin and star anise."
2636,lunch,Curried pulled lamb,/recipes/curried-pulled-lamb,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/curried-pulled-lamb-72d520a.jpg?quality=90&resize=93,85",Curried pulled lamb,This meltingly tender shoulder of lamb can be cooked in stages over a few days - serve as the centrepiece for an Indian feast for friends
2637,lunch,Miso & butternut soup,/recipes/miso-butternut-soup,"https://images.immediate.co.uk/production/volatile/sites/30/2021/09/Miso-and-butternut-soup-efe9277.jpg?quality=90&resize=93,85",Miso & butternut soup served in two bowls,"Make lunch more exciting with this silky and deeply savoury miso and butternut soup. Delivering all of your five-a-day, it's also bursting with goodness"
2638,lunch,Salmon & ginger fish cakes,/recipes/salmon-ginger-fish-cakes,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-350473_11-cc201ca.jpg?quality=90&resize=93,85",Salmon & ginger fish cakes,"Create a complete superhealthy supper with these light, Asian-style fish cakes and sweet potato chips"
2639,lunch,Smashed cannellini bean tartine,/recipes/smashed-cannellini-bean-tartine,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/smashed-cannellini-bean-tartine-2b08814.jpg?quality=90&resize=93,85",Two cannellini bean tartines,"A mix of garlic, chilli, parsley and smashed cannellini beans top these no-cook tartines along with feta and tomatoes. They're quick and easy, and healthy, too"
2640,lunch,Microwave scrambled eggs,/recipes/microwave-scrambled-eggs,"https://images.immediate.co.uk/production/volatile/sites/30/2022/04/Microwave-Scrambled-Eggs-78623e5.jpg?quality=90&resize=93,85",Microwave scrambled eggs with toast,Rustle up a delicious breakfast of scrambled eggs in no time – this protein-rich dish takes just four minutes in the microwave
2641,lunch,"Strawberry, feta & thyme tart",/recipes/strawberry-feta-thyme-tart,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/strawberry-feta-thyme-tart-c7b07c3.jpg?quality=90&resize=93,85","Strawberry, feta & thyme tart cut into squares",Pair sweet and juicy strawberries with salty feta and crumbly puff pastry for a divine summer lunch. Serve with a rocket salad and a chilled glass of rosé
2642,lunch,"Leek, cheese & potato pasties",/recipes/leek-cheese-potato-pasties,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-901571_11-392a3a9.jpg?quality=90&resize=93,85","Leek, cheese & potato pasties",Mini veggie pastry parcels with oozing cheese make a great value and comforting homemade snack
2643,lunch,Miso noodles with fried eggs,/recipes/miso-noodles-fried-eggs,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/miso-noodles-with-fried-eggs-2-440-400-d05a6ed.jpg?quality=90&resize=93,85",A bowl of wholemeal noodles with vegetables and fried eggs,"This quick and healthy veggie dinner has a base of wholemeal noodles for a filling, fibre-rich supper. It's packed with 4 of your 5-a-day, plus vitamin C and iron too"
2644,lunch,Mint & basil griddled peach salad,/recipes/mint-basil-griddled-peach-salad,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/mint-and-basil-griddled-peach-salad-1-440-400-777204a.jpg?quality=90&resize=93,85","A bowl of quinoa, avocado and griddled peach salad","This vegan salad makes a healthy and filling meal, providing 4 of your 5-a-day. Enjoy hearty quinoa, creamy avocado and juicy griddled peaches"
2645,lunch,Springtime pasta,/recipes/springtime-pasta,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-338621_12-a5bd9a2.jpg?quality=90&resize=93,85",Springtime pasta,"A hearty, rustic dish, ready for the table in 20 mins - try our ideas for using up the goat's cheese too"
2646,lunch,Rainbow pizzas,/recipes/rainbow-pizzas,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/rainbow-pizzas-fac9f95.jpg?quality=90&resize=93,85",A pizza sliced into 6 pieces alongside a pizza cutter,"Forget takeaway pizzas, encourage kids to eat a rainbow every day with this colourful recipe full of fresh flavours – guaranteed to please even fussy eaters"
2647,lunch,Easy oven frittata,/recipes/easy-oven-frittata,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-327939_12-7d9a10f.jpg?quality=90&resize=93,85",Easy oven frittata,"Sure to become a firm family favourite, this dish is packed with peas, sweetcorn and peppers - it'll help you get your 5-a-day"
2648,lunch,Veggie meatballs with tomato courgetti,/recipes/veggie-meatballs-tomato-courgetti,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/meatballs_1-44cc52f.jpg?quality=90&resize=93,85",Veggie meatballs with tomato courgetti,"Spiralize courgettes to make this healthier, gluten-free 'pasta' dish. The vegetarian meatballs use ground almonds instead of breadcrumbs to increase the protein"
2649,lunch,Ginger & lime chicken with sweet potato mash,/recipes/ginger-lime-chicken-sweet-potato-mash,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-265496_12-5e3c0fb.jpg?quality=90&resize=93,85",Ginger & lime chicken with sweet potato mash,"This satisfying dish is packed full of zingy flavours, and it's low-fat too "
2650,lunch,Mini pizza quiches,/recipes/mini-pizza-quiches,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/mini-pizza-quiches-3ed8094.jpg?quality=90&resize=93,85",Mini pizza quiches,"Use tortilla wraps and a muffin tin to make individually portioned egg, salami and tomato bites - ideal for lunch boxes or picnics"
2651,lunch,Scandi trout with fennel potato salad,/recipes/scandi-trout-fennel-potato-salad,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/scandi-trout-with-fennel-potato-salad-be2f059.jpg?quality=90&resize=93,85",Scandi trout with fennel potato salad,This low-calorie Scandinavian-style fish dish with a mustard and honey glaze is served with a light and creamy potato side
2652,lunch,Roast chicken with sweet potato gremolata salad,/recipes/roast-chicken-sweet-potato-gremolata-salad-0,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/chicken-gremolata-salad-cfbc0a4.jpg?quality=90&resize=93,85",Roast chicken with sweet potato gremolata salad,Roast a whole chicken for this low-calorie lunch or dinner and save the leftovers for later - swap the chicken with hard-boiled eggs for a vegetarian version.
2653,lunch,Beetroot hummus toasts with olives & mint,/recipes/beetroot-humous-toasts-olives-mint,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/beetroot-15a0d04.jpg?quality=90&resize=93,85",Beetroot hummus toasts with olives & mint,"Sweet, earthy beetroot, salty feta and fresh mint shine in this simple lunch. ‘Eating the rainbow’ is a nutritional plus and beetroot ticks the purple box"
2654,lunch,Spring vegetable soup with basil pesto,/recipes/spring-vegetable-soup-basil-pesto,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1259671_8-01ae0e6.jpg?quality=90&resize=93,85",Spring vegetable soup with basil pesto,"A former magazine cover star, this satisfying soup is special enough for entertaining and easy enough to size down"
2655,lunch,Spicy tiffin eggs,/recipes/spicy-tiffin-eggs,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1273677_8-c0dd9e3.jpg?quality=90&resize=93,85",Spicy tiffin eggs,A Scotch egg recipe that uses spiced carrots in place of meat so vegetarians need not miss out on this picnic classic
2656,lunch,Lemon & thyme butter-basted roast chicken & gravy,/recipes/lemon-thyme-butter-basted-roast-chicken-gravy,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-879457_12-8fcb951.jpg?quality=90&resize=93,85",Lemon & thyme butter-basted roast chicken & gravy,Smoothing butter under the bird's skin helps to baste the chicken and herbs add a delicious flavour to the gravy
2657,lunch,Vegan roast spiced squash salad with tahini dressing,/recipes/vegan-roast-spiced-squash-salad-with-tahini-dressing,"https://images.immediate.co.uk/production/volatile/sites/30/2021/11/Squash-salad-84fcb8a.jpg?quality=90&resize=93,85",One portion of vegan roast spiced squash salad with tahini dressing,Make the most of butternut squash in this nutrient-rich and deliciously tasty salad. It's as good chilled for lunch the next day as it is fresh from the oven
2658,lunch,Tasty chicken noodles,/recipes/tasty-chicken-noodles,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-19640_12-8fca56e.jpg?quality=90&resize=93,85",Tasty chicken noodles,"This recipe is easily doubled toserve four if you have plenty of leftover chicken;if you have less, bump up the protein witha handful of cashews"
2659,lunch,Smoked haddock & hollandaise bake with dill & caper fried potatoes,/recipes/smoked-haddock-hollandaise-bake-dill-caper-fried-potatoes,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/smoked-haddock-with-fried-potatoes-1f99376.jpg?quality=90&resize=93,85",Haddock and potatoes with spinach on plate,"Enjoy this seriously hearty fish dish for brunch, or it’s just as nice served for dinner. The cheat’s hollandaise is hard to get wrong"
2660,lunch,Thai coconut rice with salmon,/recipes/thai-coconut-rice-salmon,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-4334_11-91e14fc.jpg?quality=90&resize=93,85",Thai coconut rice with salmon,Sarah Randell serves up a summer one pot with big Thai flavours - great for relaxed entertaining
2661,lunch,Warm avocado salad with spicy chorizo,/recipes/warm-avocado-salad-spicy-chorizo,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1737_12-e533cb6.jpg?quality=90&resize=93,85",Warm avocado salad with spicy chorizo,An easy-to-make advocado salad for a main meal that's ready in 20 minutes
2662,lunch,Steak tagliata with lemony lentils,/recipes/steak-tagliata-with-lemony-lentils,"https://images.immediate.co.uk/production/volatile/sites/30/2021/07/Steak-tagliata-3e1f1ba.jpg?quality=90&resize=93,85",Steak tagliata with lemony lentils served on a decorative plate,"Get this juicy steak dinner on the table in only 15 minutes. Enjoy with lemony lentils, rocket, parmesan, roasted red peppers and charred lemon"
2663,lunch,Nacho chicken bake,/recipes/nacho-chicken-bake,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/nacho-chicken-bake-bea6322.jpg?quality=90&resize=93,85",Nacho chicken bake,Top leftover chicken and ready-made salsa with gooey melted cheddar cheese and tortilla chips for a no-fuss nibble to share with friends
2664,lunch,Chipotle black bean soup with lime-pickled onions,/recipes/chipotle-black-bean-soup-lime-pickled-onions,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1239507_8-a5dc305.jpg?quality=90&resize=93,85",Chipotle black bean soup with lime-pickled onions,"Use storecupboard pulses in this healthy, Mexican-inspired soup - freshen it up with sweet onions, coriander and soured cream"
2665,lunch,Japanese-style mackerel rice bowl,/recipes/japanese-style-mackerel-rice-bowl,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/japanese-style-mackerel-rice-bowl-df53500.jpg?quality=90&resize=93,85",Japanese-style mackerel rice bowl,"This no-fuss fish dish is packed with Asian flavours of sweet, salty teriyaki sauce, garlic and lemon - ready in half an hour"
2666,lunch,Carrot soup with chilli coriander pesto,/recipes/carrot-soup-chilli-coriander-pesto,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/carrot-soup-782d4fd.jpg?quality=90&resize=93,85",Carrot soup with chilli coriander pesto served in bowls with crusty bread,"Warm up on a cold day with our carrot soup, spiked with ginger, garlic and curry powder. A dollop of chilli coriander pesto gives the soup an added kick"
2667,lunch,Crab & tangled asparagus salad on toast,/recipes/crab-tangled-asparagus-salad-toast,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/crab-tangled-asparagus-salad-on-toast-659bc78.jpg?quality=90&resize=93,85",Crab & tangled asparagus salad on toast served on a plate,Shave asparagus into ribbons to top Tom Kerridge's crab on toast – it isn’t something you see often and gives the dish a chef's touch. It makes a lovely starter 
2668,lunch,Kimchi double-cheese toasties,/recipes/kimchi-double-cheese-toasties,"https://images.immediate.co.uk/production/volatile/sites/30/2021/09/Kimchi-cheese-toastie-46e5d5c.jpg?quality=90&resize=93,85",Three kimchi double-cheese toasties,"Add a spicy, sour tang to a cheese toastie with kimchi. The Korean fermented cabbage is a favourite ingredient of ours – it’s especially good in this toastie"
2669,lunch,Butternut squash and sweet potato soup,/recipes/sweet-potato-butternut-squash-soup-lemon-garlic-toast,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/sweet-potato-butternut-squash-soup-with-lemon-garlic-toast-cf1cc65.jpg?quality=90&resize=93,85",A bowl of sweet potato & butternut squash soup with creme fraiche swirl,"Roast your vegetables in honey before blitzing into this velvety smooth, spiced soup - served with garlic and lemon ciabatta slices for dipping"
2670,lunch,Mexican eggy bread,/recipes/mexican-eggy-bread,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/mexican-eggy-bread-04b4e52.jpg?quality=90&resize=93,85",Toast with avocado and tomato on plate with cutlery,Bring together two great brunch recipes – eggy bread and avocado on toast – then add a Mexican twist. A hit of chilli takes this to another level
2671,lunch,Courgette & double cheese quiche,/recipes/courgette-double-cheese-quiche,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/courgette-double-cheese-quiche-e59413f.jpg?quality=90&resize=93,85",A plate serving courgette & double cheese quiche,Add a flavour punch to moist courgette in a quiche that has double helpings of cheese – in the filling and the pastry. Great for a summer picnic or entertaining dish.
2672,lunch,Roast leg of lamb with basil & mint pesto,/recipes/roast-leg-lamb-basil-mint-pesto,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/roast-leg-of-lamb-with-basil-mint-pesto-0e52dd4.jpg?quality=90&resize=93,85",Roast leg of lamb with basil & mint pesto,"Score the skin of your lamb and marinate with a herby, garlicky pesto for an extra special Sunday roast"
2673,lunch,Stir-fried noodles with tofu,/recipes/singapore-noodles-tofu,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-281698_10-61fa89d.jpg?quality=90&resize=93,85",Singapore noodles with tofu,"Crunchy veg, smooth noodles and soft tofu, combined with a sweet and spicy sauce. This healthy vegetarian dinner for two is ready in just 30 minutes"
2674,lunch,Crispy new potato bake,/recipes/crispy-new-potato-bake,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-279484_12-98f0f34.jpg?quality=90&resize=93,85",Crispy new potato bake,"A crisp and juicy rustic side dish, peppered with tangy olives and capers"
2675,lunch,"Sweet potato, coconut & lemongrass soup with coriander sambal",/recipes/sweet-potato-coconut-lemongrass-soup-coriander-sambal,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/sweet-potato-soup-7919e2d.jpg?quality=90&resize=93,85",Sweet potato soup with coriander in bowl,"Warm up with our healthy sweet potato, coconut and lemongrass soup. This veggie dish is full of vitamin c and makes a great low-calorie lunch"
2676,lunch,Ultimate lobster rolls,/recipes/ultimate-lobster-rolls,"https://images.immediate.co.uk/production/volatile/sites/30/2021/06/Ultimate-lobster-rolls-555e69c.jpg?quality=90&resize=93,85",Four ultimate lobster rolls served on plates,"Pack brioche buns with lobster, mayo and celery and serve with salty crisps for a real treat that's a classic dish on the north-eastern coast of the US"
2677,lunch,Garlic bread,/recipes/garlic-bread-toasts,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-328149_12-1c70276.jpg?quality=90&resize=93,85",Fingers of toasted garlic bread,"Make this classic side dish with a crispy crust and buttery, garlicky centre. Our cheesy garlic bread toasts are delicious served with lasagne, soups and plenty more."
2678,lunch,Bean & feta spread with Greek salad salsa & oatcakes,/recipes/bean-feta-spread-greek-salad-salsa-oatcakes,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/bean-feta-spread-with-greesk-salad-salsa-oatcakes-d329436.jpg?quality=90&resize=93,85",A bowl of salsa with oatcakes,Tuck into a nutrient-packed vegetarian lunch featuring a delicious bean and feta spread and a salsa that makes up three of your five-a-day. Pile those oatcakes high!
2679,lunch,Slow-roasted tomato & gruyère tart,/recipes/slow-roasted-tomato-gruyere-tart,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-260490_12-bfd0e2f.jpg?quality=90&resize=93,85",Slow-roasted tomato & gruyère tart,Slow-roasting tomatoes will intensify their flavour and sweetness. Serve warm for best results
2680,lunch,"Tarragon, mushroom & sausage frittata",/recipes/tarragon-mushroom-sausage-frittata,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/tarragon-mushroom-sausage-frittata-2a21182.jpg?quality=90&resize=93,85","Tarragon, mushroom & sausage frittata in a frying pan","Serve up this filling frittata in just 20 minutes. With tarragon and mustard to boost the flavour and asparagus to top up your greens, it's also rich in folate"
2681,lunch,Spicy teriyaki prawns & sesame fried rice,/recipes/spicy-teriyaki-prawns-sesame-fried-rice,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/teriyaki-rice-prawns-26022bb.jpg?quality=90&resize=93,85","Bowl of rice, prawns and pak choi",Whip up these spicy teriyaki prawns with sesame fried rice in just 15 minutes – and just for you: this recipe serves one
2682,lunch,Miso beansprout rolls,/recipes/miso-beansprout-rolls,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/miso-beansprout-rolls-440-400-0273839.jpg?quality=90&resize=93,85","An omelette filled with rice, beansprouts and peppers","Try these healthy, Asian-inspired omelettes filled with stir-fried vegetables and brown rice. Miso provides energising B vitamins and probiotic bacteria"
2683,lunch,Gyoza,/recipes/gyoza,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/gyoza-2d840f9.jpg?quality=90&resize=93,85",Gyoza,"Learn to make these authentic Japanese meat or vegetable dumplings, known as yaki gyoza, with our step-by-step guide"
